Phase 1,Phase 2,Phase 3,Phase 4,Phase 5,Phase 6,Phase 7,Phase 8,Phase 9,Phase 10,Phase 11,Phase 12,Phase 13,Phase 14,Phase 15,Phase 16,Phase 17,Phase 18,Phase 19,Phase 20,Phase 21,Phase 22,Phase 23,Phase 24,Phase 25,Phase 26,Phase 27,Phase 28,Phase 29,Phase 30,Phase 31,Phase 32,Phase 33,Phase 34,Phase 35,Phase 36,Phase 37,Phase 38,Phase 39,Phase 40,Phase 41,Phase 42,Phase 43,Phase 44,Phase 45,Phase 46,Phase 47,Phase 48,Phase 49,Phase 50,Phase 51,Phase 52,Phase 53,Phase 54,Phase 55,Phase 56,Phase 57,Phase 58,Phase 59,Phase 60,Phase 61,Phase 62,Phase 63,Phase 64,Phase 65,Phase 66,Phase 67,Phase 68,Phase 69,Phase 70,Phase 71,Phase 72,Phase 73,Phase 74,Phase 75,Phase 76,Phase 77,Phase 78,Phase 79,Phase 80,Phase 81,Phase 82,Phase 83,Phase 84,Phase 85,Phase 86,Phase 87,Phase 88,Phase 89,Phase 90,Phase 91,Phase 92,Phase 93,Phase 94,Phase 95,Phase 96,Phase 97,Phase 98,Phase 99,Phase 100,Phase 101,Phase 102,Phase 103,Phase 104,Phase 105,Phase 106,Phase 107,Phase 108,Phase 109,Phase 110,Phase 111,Phase 112,Phase 113,Phase 114,Phase 115,Phase 116,Phase 117,Phase 118,Phase 119,Phase 120,Phase 121,Phase 122,Phase 123,Phase 124,Phase 125,Phase 126,Phase 127,Phase 128,Phase 129,Phase 130,Phase 131,Phase 132,Phase 133,Phase 134,Phase 135,Phase 136,Phase 137,Phase 138,Phase 139,Phase 140,Phase 141,Phase 142,Phase 143,Phase 144,Phase 145,Phase 146,Phase 147,Phase 148,Phase 149,Phase 150,Phase 151,Phase 152,Phase 153,Phase 154,Phase 155,Phase 156,Phase 157,Phase 158,Phase 159,Phase 160,Phase 161,Phase 162,Phase 163,Phase 164,Phase 165,Phase 166,Phase 167,Phase 168,Phase 169,Phase 170,Phase 171,Phase 172,Phase 173,Phase 174,Phase 175,Phase 176,Phase 177,Phase 178,Phase 179,Phase 180,Phase 181,Phase 182,Phase 183,Phase 184,Phase 185,Phase 186,Phase 187,Phase 188,Phase 189,Phase 190,Phase 191,Phase 192,Phase 193,Phase 194,Phase 195,Phase 196
135.0,135.0,135.0,135.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0
135.0,135.0,135.0,135.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0,30.0,150.0,50.0,50.0
